OP_UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_PAX_ENP_110
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",12807,K,46,711
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",10299,K,1127,21366
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",12184,K,197,3864
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11630,K,31,302
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11555,K,392,7234
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",10551,V,6,73
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",10917,V,7,
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11336,V,4,
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11445,V,16,68
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",10245,V,6,
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",14919,V,3,
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",10754,V,1,
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",14709,V,72,342
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",13873,V,2,73
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",10304,V,1,29
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11859,V,2,21
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11844,V,1,
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",14218,V,5,60
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",10299,V,67,1212
7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",11630,V,32,143
7S,Ryan Air f/k/a Arctic Transportation,10640,K,27,0
7S,Ryan Air f/k/a Arctic Transportation,12704,K,27,0
7S,Ryan Air f/k/a Arctic Transportation,13434,K,15,
7S,Ryan Air f/k/a Arctic Transportation,10551,K,559,5
7S,Ryan Air f/k/a Arctic Transportation,14804,K,17,0
7S,Ryan Air f/k/a Arctic Transportation,11445,K,1,
7S,Ryan Air f/k/a Arctic Transportation,14805,K,30,0
7S,Ryan Air f/k/a Arctic Transportation,13467,K,1,
7S,Ryan Air f/k/a Arctic Transportation,12819,K,10,
7S,Ryan Air f/k/a Arctic Transportation,10170,K,55,0
7S,Ryan Air f/k/a Arctic Transportation,13970,K,232,0
7S,Ryan Air f/k/a Arctic Transportation,13873,K,126,0
7S,Ryan Air f/k/a Arctic Transportation,14828,K,1,
7S,Ryan Air f/k/a Arctic Transportation,10304,K,284,29
7S,Ryan Air f/k/a Arctic Transportation,15478,K,109,0
7S,Ryan Air f/k/a Arctic Transportation,14816,K,33,6
7S,Ryan Air f/k/a Arctic Transportation,14880,K,18,0
7S,Ryan Air f/k/a Arctic Transportation,15257,K,11,
7S,Ryan Air f/k/a Arctic Transportation,15282,K,14,3
7S,Ryan Air f/k/a Arctic Transportation,15554,K,45,0
7S,Ryan Air f/k/a Arctic Transportation,15798,K,8,
7S,Ryan Air f/k/a Arctic Transportation,15862,K,39,0
7S,Ryan Air f/k/a Arctic Transportation,15887,K,24,0
7S,Ryan Air f/k/a Arctic Transportation,10139,K,16,0
7S,Ryan Air f/k/a Arctic Transportation,10241,K,8,
7S,Ryan Air f/k/a Arctic Transportation,10313,K,30,2
7S,Ryan Air f/k/a Arctic Transportation,10405,K,16,
7S,Ryan Air f/k/a Arctic Transportation,10416,K,42,
7S,Ryan Air f/k/a Arctic Transportation,10996,K,17,0
7S,Ryan Air f/k/a Arctic Transportation,11028,K,21,0
7S,Ryan Air f/k/a Arctic Transportation,11227,K,21,0
7S,Ryan Air f/k/a Arctic Transportation,11492,K,22,0
7S,Ryan Air f/k/a Arctic Transportation,11952,K,20,3
7S,Ryan Air f/k/a Arctic Transportation,12087,K,46,11
7S,Ryan Air f/k/a Arctic Transportation,12195,K,60,0
7S,Ryan Air f/k/a Arctic Transportation,12676,K,41,9
7S,Ryan Air f/k/a Arctic Transportation,12708,K,25,0
7S,Ryan Air f/k/a Arctic Transportation,15785,K,29,0
7S,Ryan Air f/k/a Arctic Transportation,12709,K,10,0
7S,Ryan Air f/k/a Arctic Transportation,12719,K,83,6
7S,Ryan Air f/k/a Arctic Transportation,13676,K,1,
7S,Ryan Air f/k/a Arctic Transportation,12779,K,36,0
7S,Ryan Air f/k/a Arctic Transportation,11550,K,94,0
7S,Ryan Air f/k/a Arctic Transportation,12831,K,11,0
7S,Ryan Air f/k/a Arctic Transportation,12851,K,21,
7S,Ryan Air f/k/a Arctic Transportation,15721,K,37,
7S,Ryan Air f/k/a Arctic Transportation,12853,K,44,0
7S,Ryan Air f/k/a Arctic Transportation,14102,K,45,0
7S,Ryan Air f/k/a Arctic Transportation,12855,K,12,
7S,Ryan Air f/k/a Arctic Transportation,13369,K,36,0
7S,Ryan Air f/k/a Arctic Transportation,12807,K,50,0
7S,Ryan Air f/k/a Arctic Transportation,13579,K,22,0
7S,Ryan Air f/k/a Arctic Transportation,14895,K,34,
7S,Ryan Air f/k/a Arctic Transportation,13710,K,10,0
7S,Ryan Air f/k/a Arctic Transportation,13770,K,8,
7S,Ryan Air f/k/a Arctic Transportation,13894,K,31,0
7S,Ryan Air f/k/a Arctic Transportation,15861,K,25,0
7S,Ryan Air f/k/a Arctic Transportation,14130,K,4,
7S,Ryan Air f/k/a Arctic Transportation,14282,K,8,0
7S,Ryan Air f/k/a Arctic Transportation,14493,K,15,0
7S,Ryan Air f/k/a Arctic Transportation,14627,K,78,20
7S,Ryan Air f/k/a Arctic Transportation,14718,K,26,0
7S,Ryan Air f/k/a Arctic Transportation,15085,K,18,
7S,Ryan Air f/k/a Arctic Transportation,11941,K,14,
7S,Ryan Air f/k/a Arctic Transportation,14234,K,43,4
7S,Ryan Air f/k/a Arctic Transportation,11411,K,19,0
7S,Ryan Air f/k/a Arctic Transportation,11535,K,22,0
7S,Ryan Air f/k/a Arctic Transportation,12822,K,18,
7S,Ryan Air f/k/a Arctic Transportation,12844,K,31,0
7S,Ryan Air f/k/a Arctic Transportation,14856,K,22,
7S,Ryan Air f/k/a Arctic Transportation,15245,K,12,
7S,Ryan Air f/k/a Arctic Transportation,15794,K,16,0
7S,Ryan Air f/k/a Arctic Transportation,10299,K,87,0
7S,Ryan Air f/k/a Arctic Transportation,11845,K,24,
7S,Ryan Air f/k/a Arctic Transportation,12583,K,3,
7S,Ryan Air f/k/a Arctic Transportation,12268,K,23,0
7S,Ryan Air f/k/a Arctic Transportation,15709,K,9,0
7S,Ryan Air f/k/a Arctic Transportation,15049,K,28,
7S,Ryan Air f/k/a Arctic Transportation,15581,K,1,
7S,Ryan Air f/k/a Arctic Transportation,10713,K,1,
7S,Ryan Air f/k/a Arctic Transportation,13942,K,30,0
7S,Ryan Air f/k/a Arctic Transportation,12769,K,38,
7S,Ryan Air f/k/a Arctic Transportation,13806,K,14,
7S,Ryan Air f/k/a Arctic Transportation,12184,K,1,
7S,Ryan Air f/k/a Arctic Transportation,11630,K,6,
7S,Ryan Air f/k/a Arctic Transportation,11555,K,2,0
7S,Ryan Air f/k/a Arctic Transportation,11512,V,1,
7S,Ryan Air f/k/a Arctic Transportation,15063,V,2,2
7S,Ryan Air f/k/a Arctic Transportation,10551,V,17,24
7S,Ryan Air f/k/a Arctic Transportation,16390,V,1,0
7S,Ryan Air f/k/a Arctic Transportation,10754,V,1,
7S,Ryan Air f/k/a Arctic Transportation,10304,V,2,1
7S,Ryan Air f/k/a Arctic Transportation,15478,V,5,21
7S,Ryan Air f/k/a Arctic Transportation,14880,V,1,1
7S,Ryan Air f/k/a Arctic Transportation,15257,V,1,
7S,Ryan Air f/k/a Arctic Transportation,15282,V,1,
7S,Ryan Air f/k/a Arctic Transportation,15554,V,1,
7S,Ryan Air f/k/a Arctic Transportation,15798,V,1,
7S,Ryan Air f/k/a Arctic Transportation,15887,V,1,
7S,Ryan Air f/k/a Arctic Transportation,11227,V,1,
7S,Ryan Air f/k/a Arctic Transportation,12195,V,2,
7S,Ryan Air f/k/a Arctic Transportation,12851,V,1,
7S,Ryan Air f/k/a Arctic Transportation,13196,V,3,
7S,Ryan Air f/k/a Arctic Transportation,12855,V,1,
7S,Ryan Air f/k/a Arctic Transportation,13369,V,2,
7S,Ryan Air f/k/a Arctic Transportation,12807,V,1,4
7S,Ryan Air f/k/a Arctic Transportation,10225,V,2,9
7S,Ryan Air f/k/a Arctic Transportation,13894,V,2,
7S,Ryan Air f/k/a Arctic Transportation,14718,V,2,3
7S,Ryan Air f/k/a Arctic Transportation,10299,V,10,18
8C,Air Transport International,10397,V,88,0
8C,Air Transport International,10821,V,27,282
8C,Air Transport International,11057,V,1,0
8C,Air Transport International,13930,V,20,0
8C,Air Transport International,11193,V,692,0
8C,Air Transport International,11298,V,158,0
8C,Air Transport International,11433,V,1,0
8C,Air Transport International,11540,V,1,0
8C,Air Transport International,11099,V,13,147
8C,Air Transport International,10439,V,11,209
8C,Air Transport International,10529,V,259,0
8C,Air Transport International,12173,V,72,0
8C,Air Transport International,14853,V,1,0
8C,Air Transport International,12892,V,141,0
8C,Air Transport International,13667,V,12,170
8C,Air Transport International,13487,V,47,0
8C,Air Transport International,15842,V,14,29
8C,Air Transport International,12324,V,410,0
8C,Air Transport International,14533,V,1,0
8C,Air Transport International,13495,V,17,0
8C,Air Transport International,12478,V,40,0
8C,Air Transport International,13891,V,373,0
8C,Air Transport International,14107,V,426,0
8C,Air Transport International,14057,V,4,0
8C,Air Transport International,14512,V,317,0
8C,Air Transport International,14893,V,260,0
8C,Air Transport International,14771,V,40,0
8C,Air Transport International,14747,V,581,0
8C,Air Transport International,15304,V,335,0
8C,Air Transport International,15370,V,33,0
8C,Air Transport International,10299,V,88,0
8C,Air Transport International,10194,V,393,0
8C,Air Transport International,15045,V,17,126
8C,Air Transport International,10135,V,491,0
8C,Air Transport International,12134,V,38,518
8C,Air Transport International,11487,V,6,0
8E,Bering Air Inc.,10640,K,155,470
8E,Bering Air Inc.,12704,K,152,448
8E,Bering Air Inc.,14804,K,137,462
8E,Bering Air Inc.,14805,K,112,310
8E,Bering Air Inc.,15278,K,18,33
8E,Bering Air Inc.,13970,K,1165,3706
8E,Bering Air Inc.,13873,K,1063,3974
8E,Bering Air Inc.,15478,K,253,703
8E,Bering Air Inc.,10139,K,139,491
8E,Bering Air Inc.,15785,K,178,551
8E,Bering Air Inc.,15721,K,148,449
8E,Bering Air Inc.,14102,K,197,498
8E,Bering Air Inc.,14895,K,147,473
8E,Bering Air Inc.,13111,K,12,14
8E,Bering Air Inc.,15861,K,155,496
8E,Bering Air Inc.,11941,K,158,523
8E,Bering Air Inc.,11411,K,110,315
8E,Bering Air Inc.,11535,K,192,608
8E,Bering Air Inc.,12822,K,161,611
8E,Bering Air Inc.,12844,K,165,500
8E,Bering Air Inc.,14856,K,128,253
8E,Bering Air Inc.,15245,K,146,597
8E,Bering Air Inc.,15794,K,165,590
8E,Bering Air Inc.,11845,K,183,712
8E,Bering Air Inc.,12268,K,155,572
8E,Bering Air Inc.,15709,K,81,239
8E,Bering Air Inc.,15049,K,205,749
8E,Bering Air Inc.,13942,K,170,580
8E,Bering Air Inc.,13806,K,117,406
8E,Bering Air Inc.,10640,V,65,284
8E,Bering Air Inc.,12704,V,22,74
8E,Bering Air Inc.,13434,V,4,14
8E,Bering Air Inc.,10551,V,2,38
8E,Bering Air Inc.,14804,V,15,69
8E,Bering Air Inc.,14805,V,23,97
8E,Bering Air Inc.,10754,V,4,39
8E,Bering Air Inc.,13970,V,228,932
8E,Bering Air Inc.,13873,V,204,598
8E,Bering Air Inc.,15478,V,77,455
8E,Bering Air Inc.,14816,V,1,1
8E,Bering Air Inc.,10139,V,40,143
8E,Bering Air Inc.,10416,V,11,42
8E,Bering Air Inc.,12195,V,17,72
8E,Bering Air Inc.,12676,V,1,1
8E,Bering Air Inc.,15785,V,72,327
8E,Bering Air Inc.,14485,V,64,315
8E,Bering Air Inc.,11844,V,4,46
8E,Bering Air Inc.,11550,V,16,55
8E,Bering Air Inc.,15721,V,13,47
8E,Bering Air Inc.,14102,V,39,220
8E,Bering Air Inc.,14125,V,3,0
8E,Bering Air Inc.,13369,V,20,92
8E,Bering Air Inc.,12807,V,5,2
8E,Bering Air Inc.,14895,V,14,49
8E,Bering Air Inc.,10225,V,2,7
8E,Bering Air Inc.,15861,V,89,413
8E,Bering Air Inc.,14718,V,16,75
8E,Bering Air Inc.,15085,V,2,
8E,Bering Air Inc.,11941,V,28,175
8E,Bering Air Inc.,14234,V,9,37
8E,Bering Air Inc.,11411,V,16,80
8E,Bering Air Inc.,11535,V,8,27
8E,Bering Air Inc.,12822,V,17,57
8E,Bering Air Inc.,12844,V,53,244
8E,Bering Air Inc.,14856,V,13,94
8E,Bering Air Inc.,15245,V,7,26
8E,Bering Air Inc.,15794,V,18,77
8E,Bering Air Inc.,10299,V,57,97
8E,Bering Air Inc.,11845,V,20,95
8E,Bering Air Inc.,12268,V,49,203
8E,Bering Air Inc.,15709,V,3,6
8E,Bering Air Inc.,15049,V,19,121
8E,Bering Air Inc.,13942,V,82,379
8E,Bering Air Inc.,12769,V,9,27
8E,Bering Air Inc.,13806,V,26,99
8V,Wright Air Service,12621,K,47,96
8V,Wright Air Service,11844,K,294,1036
8V,Wright Air Service,15124,K,186,586
8V,Wright Air Service,10247,K,137,492
8V,Wright Air Service,10349,K,85,304
8V,Wright Air Service,10783,K,86,254
8V,Wright Air Service,11007,K,76,159
8V,Wright Air Service,11833,K,365,1407
8V,Wright Air Service,12235,K,86,215
8V,Wright Air Service,12214,K,170,653
8V,Wright Air Service,12615,K,68,188
8V,Wright Air Service,13768,K,154,452
8V,Wright Air Service,14474,K,117,333
8V,Wright Air Service,15061,K,18,14
8V,Wright Air Service,15581,K,145,396
8V,Wright Air Service,10184,K,134,414
8V,Wright Air Service,11214,K,26,68
8V,Wright Air Service,12868,K,81,178
8V,Wright Air Service,13016,K,27,22
8V,Wright Air Service,11630,K,1178,5454
8V,Wright Air Service,13381,V,1,3
8V,Wright Air Service,14709,V,1,
8V,Wright Air Service,10304,V,2,1
8V,Wright Air Service,14816,V,2,2
8V,Wright Air Service,10139,V,1,
8V,Wright Air Service,10313,V,2,1
8V,Wright Air Service,11028,V,1,0
8V,Wright Air Service,12087,V,3,1
8V,Wright Air Service,12676,V,1,
8V,Wright Air Service,14551,V,8,7
8V,Wright Air Service,13676,V,1,
8V,Wright Air Service,11844,V,6,1
8V,Wright Air Service,13196,V,3,1
8V,Wright Air Service,10225,V,1,
8V,Wright Air Service,15124,V,2,
8V,Wright Air Service,10247,V,8,34
8V,Wright Air Service,10349,V,1,
8V,Wright Air Service,10775,V,1,2
8V,Wright Air Service,15236,V,1,3
8V,Wright Air Service,15725,V,4,4
8V,Wright Air Service,10783,V,1,
8V,Wright Air Service,11007,V,1,3
8V,Wright Air Service,11463,V,1,
8V,Wright Air Service,11833,V,3,0
8V,Wright Air Service,12235,V,4,3
8V,Wright Air Service,12214,V,14,20
8V,Wright Air Service,12615,V,3,2
8V,Wright Air Service,13768,V,3,3
8V,Wright Air Service,14474,V,6,1
8V,Wright Air Service,15061,V,2,0
8V,Wright Air Service,10184,V,2,8
8V,Wright Air Service,12868,V,6,2
8V,Wright Air Service,13016,V,2,3
8V,Wright Air Service,13806,V,3,2
8V,Wright Air Service,11630,V,136,239
9E,Endeavor Air Inc.,10257,K,2,46
9E,Endeavor Air Inc.,10874,K,124,6022
9E,Endeavor Air Inc.,10431,K,476,18901
9E,Endeavor Air Inc.,10397,K,11164,536997
9E,Endeavor Air Inc.,15323,K,118,4958
9E,Endeavor Air Inc.,11146,K,81,4350
9E,Endeavor Air Inc.,11537,K,2,122
9E,Endeavor Air Inc.,10821,K,681,18764
9E,Endeavor Air Inc.,10781,K,481,25297
9E,Endeavor Air Inc.,10599,K,52,1650
9E,Endeavor Air Inc.,14574,K,85,3996
9E,Endeavor Air Inc.,10721,K,756,31506
9E,Endeavor Air Inc.,10792,K,924,38651
9E,Endeavor Air Inc.,12323,K,5,248
9E,Endeavor Air Inc.,10994,K,63,3246
9E,Endeavor Air Inc.,11057,K,516,13180
9E,Endeavor Air Inc.,13232,K,239,7148
9E,Endeavor Air Inc.,13930,K,768,28744
9E,Endeavor Air Inc.,11193,K,3238,130963
9E,Endeavor Air Inc.,11042,K,1121,46851
9E,Endeavor Air Inc.,10868,K,352,18998
9E,Endeavor Air Inc.,11066,K,237,7603
9E,Endeavor Air Inc.,11298,K,273,13821
9E,Endeavor Air Inc.,11267,K,455,15216
9E,Endeavor Air Inc.,11423,K,726,34829
9E,Endeavor Air Inc.,11433,K,5840,256180
9E,Endeavor Air Inc.,10408,K,167,7112
9E,Endeavor Air Inc.,11697,K,3,130
9E,Endeavor Air Inc.,14635,K,1,71
9E,Endeavor Air Inc.,11203,K,331,11344
9E,Endeavor Air Inc.,10685,K,241,11844
9E,Endeavor Air Inc.,11986,K,164,7729
9E,Endeavor Air Inc.,11995,K,298,12913
9E,Endeavor Air Inc.,13230,K,105,3775
9E,Endeavor Air Inc.,10529,K,498,20922
9E,Endeavor Air Inc.,12266,K,158,7741
9E,Endeavor Air Inc.,12217,K,151,9419
9E,Endeavor Air Inc.,12339,K,744,32772
9E,Endeavor Air Inc.,12448,K,240,12412
9E,Endeavor Air Inc.,12451,K,338,17059
9E,Endeavor Air Inc.,13198,K,370,16467
9E,Endeavor Air Inc.,12992,K,75,4992
9E,Endeavor Air Inc.,14730,K,90,3816
9E,Endeavor Air Inc.,13485,K,239,9474
9E,Endeavor Air Inc.,13244,K,106,5256
9E,Endeavor Air Inc.,13303,K,2,106
9E,Endeavor Air Inc.,13342,K,155,6932
9E,Endeavor Air Inc.,13487,K,3657,169118
9E,Endeavor Air Inc.,13367,K,242,12155
9E,Endeavor Air Inc.,13277,K,157,5895
9E,Endeavor Air Inc.,10693,K,654,28489
9E,Endeavor Air Inc.,13495,K,23,1148
9E,Endeavor Air Inc.,10146,K,2,
9E,Endeavor Air Inc.,12478,K,5400,226386
9E,Endeavor Air Inc.,10185,K,316,10269
9E,Endeavor Air Inc.,12953,K,5956,231861
9E,Endeavor Air Inc.,10731,K,1,31
9E,Endeavor Air Inc.,11618,K,442,20324
9E,Endeavor Air Inc.,13931,K,646,16664
9E,Endeavor Air Inc.,15919,K,549,22254
9E,Endeavor Air Inc.,13851,K,1,
9E,Endeavor Air Inc.,13871,K,232,9047
9E,Endeavor Air Inc.,11953,K,343,15847
9E,Endeavor Air Inc.,13204,K,6,321
9E,Endeavor Air Inc.,13795,K,317,11902
9E,Endeavor Air Inc.,14100,K,371,11532
9E,Endeavor Air Inc.,14122,K,886,34202
9E,Endeavor Air Inc.,14307,K,50,3049
9E,Endeavor Air Inc.,14492,K,2281,94050
9E,Endeavor Air Inc.,14524,K,396,10764
9E,Endeavor Air Inc.,14633,K,101,5368
9E,Endeavor Air Inc.,14576,K,410,15946
9E,Endeavor Air Inc.,15016,K,603,24393
9E,Endeavor Air Inc.,14683,K,19,403
9E,Endeavor Air Inc.,14814,K,443,17724
9E,Endeavor Air Inc.,11775,K,18,361
9E,Endeavor Air Inc.,15096,K,349,11860
9E,Endeavor Air Inc.,15304,K,239,12675
9E,Endeavor Air Inc.,15370,K,74,3020
9E,Endeavor Air Inc.,12264,K,298,8879
9E,Endeavor Air Inc.,11278,K,525,20667
9E,Endeavor Air Inc.,12197,K,302,12929
9E,Endeavor Air Inc.,10423,K,129,7075
9E,Endeavor Air Inc.,11996,K,324,14813
9E,Endeavor Air Inc.,14986,K,7,299
9E,Endeavor Air Inc.,14685,K,212,8566
9E,Endeavor Air Inc.,14696,K,14,312
9E,Endeavor Air Inc.,14783,K,332,15553
9E,Endeavor Air Inc.,15249,K,436,22078
9E,Endeavor Air Inc.,13422,K,206,7407
9E,Endeavor Air Inc.,14098,K,242,13232
9E,Endeavor Air Inc.,10581,K,222,8299
9E,Endeavor Air Inc.,13029,K,61,3453
9E,Endeavor Air Inc.,11003,K,213,10449
9E,Endeavor Air Inc.,11612,K,470,16280
9E,Endeavor Air Inc.,15412,K,1243,53262
9E,Endeavor Air Inc.,14457,K,2,88
9E,Endeavor Air Inc.,14321,K,543,25717
9E,Endeavor Air Inc.,10135,K,131,6829
9E,Endeavor Air Inc.,10785,K,632,28181
9E,Endeavor Air Inc.,13296,K,216,11205
9E,Endeavor Air Inc.,13184,K,78,3701
9E,Endeavor Air Inc.,11977,K,87,3700
9E,Endeavor Air Inc.,10990,K,507,14899
9E,Endeavor Air Inc.,11823,K,11,170
9E,Endeavor Air Inc.,12951,K,166,7193
9E,Endeavor Air Inc.,13577,K,101,3215
9E,Endeavor Air Inc.,12206,K,79,4671
9E,Endeavor Air Inc.,10208,K,543,24250
9E,Endeavor Air Inc.,10980,K,687,25983
9E,Endeavor Air Inc.,12945,K,633,29321
9E,Endeavor Air Inc.,13377,K,1,
9E,Endeavor Air Inc.,11624,K,104,5732
9E,Endeavor Air Inc.,11150,K,13,303
9E,Endeavor Air Inc.,10627,K,25,529
9E,Endeavor Air Inc.,11617,K,165,5302
9E,Endeavor Air Inc.,11637,K,20,766
9E,Endeavor Air Inc.,11721,K,132,7093
9E,Endeavor Air Inc.,11973,K,323,17946
9E,Endeavor Air Inc.,10469,K,62,2823
9E,Endeavor Air Inc.,12884,K,151,6577
9E,Endeavor Air Inc.,13433,K,5,189
9E,Endeavor Air Inc.,15380,K,62,2888
9E,Endeavor Air Inc.,15624,K,128,8888
9E,Endeavor Air Inc.,10397,V,2,59
9E,Endeavor Air Inc.,13204,V,2,61
9K,Cape Air,10620,K,1132,4624
9K,Cape Air,10721,K,3115,9864
9K,Cape Air,15024,K,1610,8642
9K,Cape Air,13930,K,413,1693
9K,Cape Air,13862,K,180,828
9K,Cape Air,15027,K,1572,8680
9K,Cape Air,12250,K,868,2241
9K,Cape Air,11615,K,86,244
9K,Cape Air,10693,K,244,561
9K,Cape Air,12478,K,82,440
9K,Cape Air,11879,K,175,533
9K,Cape Air,15016,K,1065,4090
9K,Cape Air,14843,K,3472,15407
9K,Cape Air,12197,K,157,585
9K,Cape Air,10589,K,264,874
9K,Cape Air,14539,K,250,801
9K,Cape Air,14306,K,248,910
9K,Cape Air,15626,K,702,3462
9K,Cape Air,13983,K,267,879
9K,Cape Air,11126,K,353,1474
9K,Cape Air,11288,K,328,1153
9K,Cape Air,15454,K,418,1665
9K,Cape Air,13541,K,502,1848
9K,Cape Air,10154,K,1435,4469
9K,Cape Air,14875,K,250,743
9K,Cape Air,13176,K,358,1860
9K,Cape Air,13543,K,460,1860
9K,Cape Air,14321,K,278,970
9K,Cape Air,11908,K,172,749
9K,Cape Air,10414,K,252,777
9K,Cape Air,12932,K,496,1673
9K,Cape Air,12375,K,249,983
9K,Cape Air,14648,K,249,967
9K,Cape Air,12245,K,169,640
9K,Cape Air,14745,K,436,2031
9S,Southern Air Inc.,11057,V,12,0
9S,Southern Air Inc.,13930,V,35,0
9S,Southern Air Inc.,11193,V,452,0
9S,Southern Air Inc.,11292,V,72,0
9S,Southern Air Inc.,12266,V,181,0
9S,Southern Air Inc.,13198,V,2,0
9S,Southern Air Inc.,12892,V,65,0
9S,Southern Air Inc.,14730,V,1,0
9S,Southern Air Inc.,13303,V,23,0
9S,Southern Air Inc.,13342,V,124,0
9S,Southern Air Inc.,12478,V,46,0
9S,Southern Air Inc.,13871,V,64,0
9S,Southern Air Inc.,14107,V,19,0
9S,Southern Air Inc.,14057,V,159,0
9S,Southern Air Inc.,14512,V,300,0
9S,Southern Air Inc.,15016,V,127,0
9S,Southern Air Inc.,14869,V,60,0
9S,Southern Air Inc.,13061,V,1,0
9S,Southern Air Inc.,15304,V,178,0
9S,Southern Air Inc.,15370,V,2,0
9S,Southern Air Inc.,10299,V,141,0
9S,Southern Air Inc.,13360,V,1,0
9X,"Southern Airways Express, dba Mokulele Airlines",10821,K,597,1269
9X,"Southern Airways Express, dba Mokulele Airlines",13282,K,478,1268
9X,"Southern Airways Express, dba Mokulele Airlines",11298,K,502,2202
9X,"Southern Airways Express, dba Mokulele Airlines",10557,K,267,661
9X,"Southern Airways Express, dba Mokulele Airlines",12892,K,60,97
9X,"Southern Airways Express, dba Mokulele Airlines",13244,K,192,500
9X,"Southern Airways Express, dba Mokulele Airlines",13032,K,374,1023
9X,"Southern Airways Express, dba Mokulele Airlines",10693,K,13,28
9X,"Southern Airways Express, dba Mokulele Airlines",11441,K,465,938
9X,"Southern Airways Express, dba Mokulele Airlines",12190,K,228,970
9X,"Southern Airways Express, dba Mokulele Airlines",14122,K,1294,2893
9X,"Southern Airways Express, dba Mokulele Airlines",15304,K,171,661
9X,"Southern Airways Express, dba Mokulele Airlines",14027,K,161,678
9X,"Southern Airways Express, dba Mokulele Airlines",12363,K,60,78
9X,"Southern Airways Express, dba Mokulele Airlines",10322,K,306,578
9X,"Southern Airways Express, dba Mokulele Airlines",11421,K,35,100
9X,"Southern Airways Express, dba Mokulele Airlines",12207,K,224,987
9X,"Southern Airways Express, dba Mokulele Airlines",11624,K,13,46
9X,"Southern Airways Express, dba Mokulele Airlines",11531,K,215,702
AA,American Airlines Inc.,10136,K,5,
AA,American Airlines Inc.,10257,K,272,28416
AA,American Airlines Inc.,10140,K,619,61115
AA,American Airlines Inc.,10279,K,62,4354
AA,American Airlines Inc.,10397,K,2520,235476
AA,American Airlines Inc.,10821,K,995,120844
AA,American Airlines Inc.,10599,K,147,11777
AA,American Airlines Inc.,10721,K,5605,534394
AA,American Airlines Inc.,10792,K,254,25247
AA,American Airlines Inc.,10800,K,176,19961
AA,American Airlines Inc.,12323,K,229,20606
AA,American Airlines Inc.,10994,K,429,42197
AA,American Airlines Inc.,11057,K,25739,3092593
AA,American Airlines Inc.,15024,K,442,58807
