OP_UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_PAX_ENP_110
OO,SkyWest Airlines Inc.,11537,K,421,16962
OO,SkyWest Airlines Inc.,15041,K,436,21311
OO,SkyWest Airlines Inc.,10821,K,148,8084
OO,SkyWest Airlines Inc.,11577,K,224,7938
OO,SkyWest Airlines Inc.,10781,K,90,4365
OO,SkyWest Airlines Inc.,11641,K,316,11108
OO,SkyWest Airlines Inc.,10620,K,342,16668
OO,SkyWest Airlines Inc.,12397,K,182,4840
OO,SkyWest Airlines Inc.,10599,K,660,27634
OO,SkyWest Airlines Inc.,14574,K,259,9868
OO,SkyWest Airlines Inc.,10721,K,48,1804
OO,SkyWest Airlines Inc.,10434,K,244,7034
OO,SkyWest Airlines Inc.,10792,K,105,5061
OO,SkyWest Airlines Inc.,10800,K,933,41618
OO,SkyWest Airlines Inc.,12323,K,319,10965
OO,SkyWest Airlines Inc.,13121,K,105,1118
OO,SkyWest Airlines Inc.,10994,K,276,12823
OO,SkyWest Airlines Inc.,11027,K,174,2521
OO,SkyWest Airlines Inc.,10409,K,170,3175
OO,SkyWest Airlines Inc.,11057,K,277,13704
OO,SkyWest Airlines Inc.,13232,K,510,22552
OO,SkyWest Airlines Inc.,13930,K,14085,546593
OO,SkyWest Airlines Inc.,11193,K,153,7906
OO,SkyWest Airlines Inc.,11042,K,180,7590
OO,SkyWest Airlines Inc.,11109,K,1288,45895
OO,SkyWest Airlines Inc.,10868,K,93,3740
OO,SkyWest Airlines Inc.,11066,K,393,19606
OO,SkyWest Airlines Inc.,11298,K,4797,199108
OO,SkyWest Airlines Inc.,11259,K,494,26764
OO,SkyWest Airlines Inc.,14674,K,274,13948
OO,SkyWest Airlines Inc.,11267,K,247,10030
OO,SkyWest Airlines Inc.,11292,K,14182,568277
OO,SkyWest Airlines Inc.,11423,K,870,39766
OO,SkyWest Airlines Inc.,11433,K,10852,429582
OO,SkyWest Airlines Inc.,11413,K,231,8800
OO,SkyWest Airlines Inc.,10372,K,2273,110121
OO,SkyWest Airlines Inc.,11503,K,319,17389
OO,SkyWest Airlines Inc.,11097,K,1,48
OO,SkyWest Airlines Inc.,11540,K,231,8930
OO,SkyWest Airlines Inc.,10408,K,369,15113
OO,SkyWest Airlines Inc.,11865,K,187,5988
OO,SkyWest Airlines Inc.,14635,K,2,135
OO,SkyWest Airlines Inc.,11638,K,2133,84553
OO,SkyWest Airlines Inc.,11203,K,4,110
OO,SkyWest Airlines Inc.,14716,K,158,3318
OO,SkyWest Airlines Inc.,11986,K,749,32349
OO,SkyWest Airlines Inc.,11283,K,70,554
OO,SkyWest Airlines Inc.,12003,K,442,16466
OO,SkyWest Airlines Inc.,11995,K,271,7737
OO,SkyWest Airlines Inc.,13230,K,247,10189
OO,SkyWest Airlines Inc.,11468,K,251,6734
OO,SkyWest Airlines Inc.,10529,K,268,14399
OO,SkyWest Airlines Inc.,12266,K,3874,172662
OO,SkyWest Airlines Inc.,12191,K,81,3455
OO,SkyWest Airlines Inc.,12217,K,316,11106
OO,SkyWest Airlines Inc.,12339,K,681,30120
OO,SkyWest Airlines Inc.,14262,K,1463,63769
OO,SkyWest Airlines Inc.,12448,K,275,9640
OO,SkyWest Airlines Inc.,12441,K,394,19858
OO,SkyWest Airlines Inc.,10157,K,517,17671
OO,SkyWest Airlines Inc.,12451,K,112,7507
OO,SkyWest Airlines Inc.,13198,K,702,33686
OO,SkyWest Airlines Inc.,12889,K,732,34676
OO,SkyWest Airlines Inc.,12992,K,402,14265
OO,SkyWest Airlines Inc.,12954,K,506,25191
OO,SkyWest Airlines Inc.,12892,K,9042,369165
OO,SkyWest Airlines Inc.,14730,K,489,17298
OO,SkyWest Airlines Inc.,12896,K,275,8195
OO,SkyWest Airlines Inc.,13485,K,1088,45058
OO,SkyWest Airlines Inc.,13244,K,844,37392
OO,SkyWest Airlines Inc.,13342,K,1433,64300
OO,SkyWest Airlines Inc.,10631,K,183,6475
OO,SkyWest Airlines Inc.,13487,K,11335,476167
OO,SkyWest Airlines Inc.,13256,K,6,279
OO,SkyWest Airlines Inc.,10739,K,154,4335
OO,SkyWest Airlines Inc.,13367,K,311,9039
OO,SkyWest Airlines Inc.,12129,K,157,3407
OO,SkyWest Airlines Inc.,13277,K,388,13741
OO,SkyWest Airlines Inc.,10693,K,1191,52899
OO,SkyWest Airlines Inc.,15070,K,103,3193
OO,SkyWest Airlines Inc.,13495,K,33,2345
OO,SkyWest Airlines Inc.,10146,K,242,7965
OO,SkyWest Airlines Inc.,12878,K,2,
OO,SkyWest Airlines Inc.,14025,K,148,3572
OO,SkyWest Airlines Inc.,13344,K,147,2668
OO,SkyWest Airlines Inc.,12953,K,1680,69450
OO,SkyWest Airlines Inc.,10731,K,246,8735
OO,SkyWest Airlines Inc.,14006,K,168,2730
OO,SkyWest Airlines Inc.,11618,K,360,18757
OO,SkyWest Airlines Inc.,12007,K,321,10178
OO,SkyWest Airlines Inc.,13931,K,384,18816
OO,SkyWest Airlines Inc.,13796,K,329,16386
OO,SkyWest Airlines Inc.,15919,K,287,9689
OO,SkyWest Airlines Inc.,11013,K,164,4528
OO,SkyWest Airlines Inc.,13851,K,1297,53151
OO,SkyWest Airlines Inc.,13871,K,1274,56405
OO,SkyWest Airlines Inc.,11778,K,311,9636
OO,SkyWest Airlines Inc.,13891,K,573,26181
OO,SkyWest Airlines Inc.,11953,K,373,13996
OO,SkyWest Airlines Inc.,14108,K,347,9828
OO,SkyWest Airlines Inc.,12891,K,172,5457
OO,SkyWest Airlines Inc.,14100,K,269,15748
OO,SkyWest Airlines Inc.,14107,K,3452,146869
OO,SkyWest Airlines Inc.,14122,K,513,22232
OO,SkyWest Airlines Inc.,13241,K,181,3840
OO,SkyWest Airlines Inc.,14057,K,2113,103103
OO,SkyWest Airlines Inc.,14307,K,114,5664
OO,SkyWest Airlines Inc.,14492,K,59,3347
OO,SkyWest Airlines Inc.,15607,K,256,9068
OO,SkyWest Airlines Inc.,14570,K,1224,56660
OO,SkyWest Airlines Inc.,14524,K,399,21683
OO,SkyWest Airlines Inc.,14842,K,6,158
OO,SkyWest Airlines Inc.,14633,K,311,11037
OO,SkyWest Airlines Inc.,15411,K,41,1369
OO,SkyWest Airlines Inc.,14576,K,427,20420
OO,SkyWest Airlines Inc.,14893,K,1800,81793
OO,SkyWest Airlines Inc.,15016,K,613,26254
OO,SkyWest Airlines Inc.,14489,K,1193,45465
OO,SkyWest Airlines Inc.,14869,K,11552,526655
OO,SkyWest Airlines Inc.,11525,K,161,3851
OO,SkyWest Airlines Inc.,14683,K,1034,54229
OO,SkyWest Airlines Inc.,12519,K,226,2429
OO,SkyWest Airlines Inc.,14679,K,1949,87864
OO,SkyWest Airlines Inc.,14771,K,10473,428596
OO,SkyWest Airlines Inc.,14831,K,1158,51644
OO,SkyWest Airlines Inc.,13127,K,191,5373
OO,SkyWest Airlines Inc.,12899,K,148,2931
OO,SkyWest Airlines Inc.,14908,K,1167,57439
OO,SkyWest Airlines Inc.,14747,K,4772,224421
OO,SkyWest Airlines Inc.,14487,K,352,9557
OO,SkyWest Airlines Inc.,14814,K,314,8686
OO,SkyWest Airlines Inc.,11775,K,620,23898
OO,SkyWest Airlines Inc.,12094,K,175,6906
OO,SkyWest Airlines Inc.,13061,K,19,892
OO,SkyWest Airlines Inc.,15096,K,559,26392
OO,SkyWest Airlines Inc.,12902,K,147,1187
OO,SkyWest Airlines Inc.,15304,K,1,
OO,SkyWest Airlines Inc.,15376,K,1614,73460
OO,SkyWest Airlines Inc.,15370,K,481,19518
OO,SkyWest Airlines Inc.,10779,K,167,4557
OO,SkyWest Airlines Inc.,13388,K,201,6775
OO,SkyWest Airlines Inc.,10155,K,75,1587
OO,SkyWest Airlines Inc.,12264,K,1298,39234
OO,SkyWest Airlines Inc.,11278,K,85,4687
OO,SkyWest Airlines Inc.,14027,K,3,130
OO,SkyWest Airlines Inc.,12197,K,468,17614
OO,SkyWest Airlines Inc.,12278,K,421,15075
OO,SkyWest Airlines Inc.,14960,K,4,
OO,SkyWest Airlines Inc.,10423,K,182,9281
OO,SkyWest Airlines Inc.,11982,K,56,2303
OO,SkyWest Airlines Inc.,10561,K,263,9068
OO,SkyWest Airlines Inc.,11140,K,42,917
OO,SkyWest Airlines Inc.,11996,K,97,3369
OO,SkyWest Airlines Inc.,13360,K,15,
OO,SkyWest Airlines Inc.,13158,K,199,6358
OO,SkyWest Airlines Inc.,14288,K,170,1801
OO,SkyWest Airlines Inc.,14986,K,6,380
OO,SkyWest Airlines Inc.,14685,K,119,4422
OO,SkyWest Airlines Inc.,11481,K,9,394
OO,SkyWest Airlines Inc.,14696,K,1241,42689
OO,SkyWest Airlines Inc.,11884,K,1145,57127
OO,SkyWest Airlines Inc.,14783,K,194,6743
OO,SkyWest Airlines Inc.,15249,K,3,140
OO,SkyWest Airlines Inc.,16218,K,340,14846
OO,SkyWest Airlines Inc.,11337,K,493,19784
OO,SkyWest Airlines Inc.,13422,K,258,10110
OO,SkyWest Airlines Inc.,14952,K,264,7382
OO,SkyWest Airlines Inc.,10713,K,2727,125059
OO,SkyWest Airlines Inc.,14698,K,1422,48096
OO,SkyWest Airlines Inc.,10967,K,144,1825
OO,SkyWest Airlines Inc.,13029,K,308,10370
OO,SkyWest Airlines Inc.,14802,K,261,2991
OO,SkyWest Airlines Inc.,11288,K,43,283
OO,SkyWest Airlines Inc.,14588,K,338,11410
OO,SkyWest Airlines Inc.,15454,K,10,124
OO,SkyWest Airlines Inc.,11003,K,582,18551
OO,SkyWest Airlines Inc.,11612,K,162,3560
OO,SkyWest Airlines Inc.,15412,K,115,3794
OO,SkyWest Airlines Inc.,10141,K,180,5736
OO,SkyWest Airlines Inc.,14457,K,535,18643
OO,SkyWest Airlines Inc.,10333,K,161,2385
OO,SkyWest Airlines Inc.,11111,K,338,12754
OO,SkyWest Airlines Inc.,14321,K,84,3236
OO,SkyWest Airlines Inc.,14237,K,211,4772
OO,SkyWest Airlines Inc.,14252,K,842,35329
OO,SkyWest Airlines Inc.,10135,K,231,6073
OO,SkyWest Airlines Inc.,10785,K,7,176
OO,SkyWest Airlines Inc.,11603,K,1386,55451
OO,SkyWest Airlines Inc.,11921,K,761,25641
OO,SkyWest Airlines Inc.,10918,K,130,2188
OO,SkyWest Airlines Inc.,13296,K,131,4402
OO,SkyWest Airlines Inc.,13264,K,1057,39952
OO,SkyWest Airlines Inc.,14711,K,191,5160
OO,SkyWest Airlines Inc.,13476,K,636,20524
OO,SkyWest Airlines Inc.,13502,K,204,8380
OO,SkyWest Airlines Inc.,13184,K,525,16309
OO,SkyWest Airlines Inc.,14689,K,1378,54014
OO,SkyWest Airlines Inc.,11233,K,86,2465
OO,SkyWest Airlines Inc.,11977,K,744,33064
OO,SkyWest Airlines Inc.,10990,K,238,7254
OO,SkyWest Airlines Inc.,10558,K,150,3302
OO,SkyWest Airlines Inc.,11587,K,152,3708
OO,SkyWest Airlines Inc.,11823,K,1307,44872
OO,SkyWest Airlines Inc.,11695,K,412,15393
OO,SkyWest Airlines Inc.,13933,K,73,1477
OO,SkyWest Airlines Inc.,13290,K,238,9476
OO,SkyWest Airlines Inc.,12951,K,99,3143
OO,SkyWest Airlines Inc.,12915,K,111,3271
OO,SkyWest Airlines Inc.,13577,K,49,2297
OO,SkyWest Airlines Inc.,11076,K,169,4737
OO,SkyWest Airlines Inc.,14193,K,58,2548
OO,SkyWest Airlines Inc.,12177,K,219,5964
OO,SkyWest Airlines Inc.,11049,K,131,5389
OO,SkyWest Airlines Inc.,12343,K,154,2927
OO,SkyWest Airlines Inc.,10208,K,1,20
OO,SkyWest Airlines Inc.,10849,K,1052,53359
OO,SkyWest Airlines Inc.,12335,K,167,4236
OO,SkyWest Airlines Inc.,11122,K,301,10078
OO,SkyWest Airlines Inc.,11447,K,151,1527
OO,SkyWest Airlines Inc.,10980,K,244,9143
OO,SkyWest Airlines Inc.,12156,K,312,11661
OO,SkyWest Airlines Inc.,11648,K,507,21939
OO,SkyWest Airlines Inc.,12945,K,299,11235
OO,SkyWest Airlines Inc.,13486,K,247,9530
OO,SkyWest Airlines Inc.,13377,K,468,15146
OO,SkyWest Airlines Inc.,11150,K,248,8239
OO,SkyWest Airlines Inc.,12280,K,416,19008
OO,SkyWest Airlines Inc.,11092,K,103,1556
OO,SkyWest Airlines Inc.,14113,K,261,8135
OO,SkyWest Airlines Inc.,14109,K,165,3309
OO,SkyWest Airlines Inc.,15582,K,136,2071
OO,SkyWest Airlines Inc.,10627,K,562,19719
OO,SkyWest Airlines Inc.,13459,K,197,6423
OO,SkyWest Airlines Inc.,11308,K,333,11946
OO,SkyWest Airlines Inc.,12255,K,261,2623
OO,SkyWest Airlines Inc.,11471,K,174,4366
OO,SkyWest Airlines Inc.,14004,K,401,18098
OO,SkyWest Airlines Inc.,11637,K,697,26578
OO,SkyWest Airlines Inc.,11721,K,164,5640
OO,SkyWest Airlines Inc.,13964,K,56,1461
OO,SkyWest Airlines Inc.,11898,K,412,15975
OO,SkyWest Airlines Inc.,10469,K,383,12575
OO,SkyWest Airlines Inc.,13076,K,269,9214
OO,SkyWest Airlines Inc.,14150,K,219,3931
OO,SkyWest Airlines Inc.,12888,K,152,3520
OO,SkyWest Airlines Inc.,12884,K,333,11225
OO,SkyWest Airlines Inc.,14120,K,161,3320
OO,SkyWest Airlines Inc.,13433,K,514,19317
OO,SkyWest Airlines Inc.,14303,K,4,
OO,SkyWest Airlines Inc.,14520,K,179,4700
OO,SkyWest Airlines Inc.,14534,K,192,2531
OO,SkyWest Airlines Inc.,14543,K,168,4612
OO,SkyWest Airlines Inc.,15380,K,381,13706
OO,SkyWest Airlines Inc.,14794,K,964,29451
OO,SkyWest Airlines Inc.,15624,K,2,89
OO,SkyWest Airlines Inc.,14877,K,214,2660
OO,SkyWest Airlines Inc.,14314,K,1,
OO,SkyWest Airlines Inc.,16869,K,193,8354
OO,SkyWest Airlines Inc.,15023,K,713,30916
PFQ,Asia Pacific,12016,V,40,0
PFQ,Asia Pacific,13796,V,1,0
PFQ,Asia Pacific,12173,V,38,0
PFQ,Asia Pacific,10821,V,1,0
PFQ,Asia Pacific,14222,V,10,0
PFQ,Asia Pacific,12892,V,1,0
PM,"Prescott Support Company, Inc.",14193,V,1,0
PM,"Prescott Support Company, Inc.",13577,V,3,0
PM,"Prescott Support Company, Inc.",13303,V,5,0
PM,"Prescott Support Company, Inc.",10599,V,1,
PM,"Prescott Support Company, Inc.",14730,V,1,
PM,"Prescott Support Company, Inc.",13931,V,2,0
PO,Polar Air Cargo Airways,10397,V,18,0
PO,Polar Air Cargo Airways,10994,V,1,0
PO,Polar Air Cargo Airways,13930,V,127,0
PO,Polar Air Cargo Airways,11193,V,403,0
PO,Polar Air Cargo Airways,11298,V,12,0
PO,Polar Air Cargo Airways,11391,V,1,0
PO,Polar Air Cargo Airways,11540,V,12,0
PO,Polar Air Cargo Airways,12173,V,4,0
PO,Polar Air Cargo Airways,12892,V,61,0
PO,Polar Air Cargo Airways,11375,V,8,0
PO,Polar Air Cargo Airways,13667,V,1,0
PO,Polar Air Cargo Airways,13303,V,13,0
PO,Polar Air Cargo Airways,15842,V,8,0
PO,Polar Air Cargo Airways,10693,V,2,0
PO,Polar Air Cargo Airways,13495,V,2,0
PO,Polar Air Cargo Airways,12478,V,6,0
PO,Polar Air Cargo Airways,13204,V,2,0
PO,Polar Air Cargo Airways,14869,V,2,0
PO,Polar Air Cargo Airways,13587,V,1,0
PO,Polar Air Cargo Airways,15370,V,2,0
PO,Polar Air Cargo Airways,10299,V,299,0
PO,Polar Air Cargo Airways,15422,V,3,0
PO,Polar Air Cargo Airways,15045,V,5,0
PO,Polar Air Cargo Airways,15090,V,1,0
PO,Polar Air Cargo Airways,13772,V,2,0
PT,Piedmont Airlines,10257,K,624,19976
PT,Piedmont Airlines,10874,K,88,2038
PT,Piedmont Airlines,10431,K,53,2520
PT,Piedmont Airlines,15323,K,246,7311
PT,Piedmont Airlines,10821,K,261,8427
PT,Piedmont Airlines,11577,K,176,6649
PT,Piedmont Airlines,12397,K,248,7839
PT,Piedmont Airlines,10599,K,61,2010
PT,Piedmont Airlines,14574,K,710,21747
PT,Piedmont Airlines,10721,K,384,12019
PT,Piedmont Airlines,10434,K,248,7661
PT,Piedmont Airlines,10792,K,359,11716
PT,Piedmont Airlines,15295,K,175,5619
PT,Piedmont Airlines,12323,K,181,5782
PT,Piedmont Airlines,10994,K,127,4026
PT,Piedmont Airlines,11057,K,5414,187194
PT,Piedmont Airlines,12365,K,119,3249
PT,Piedmont Airlines,11193,K,17,717
PT,Piedmont Airlines,11042,K,311,11261
PT,Piedmont Airlines,10868,K,431,14405
PT,Piedmont Airlines,11066,K,5,117
PT,Piedmont Airlines,11433,K,218,7615
PT,Piedmont Airlines,11995,K,211,6316
PT,Piedmont Airlines,13230,K,780,25125
PT,Piedmont Airlines,10529,K,194,7341
PT,Piedmont Airlines,12339,K,47,1989
PT,Piedmont Airlines,12391,K,189,6047
PT,Piedmont Airlines,12448,K,39,1167
PT,Piedmont Airlines,14730,K,19,357
PT,Piedmont Airlines,13342,K,205,7179
PT,Piedmont Airlines,13277,K,204,7223
PT,Piedmont Airlines,10693,K,1,
PT,Piedmont Airlines,15070,K,239,8228
PT,Piedmont Airlines,12478,K,1,
PT,Piedmont Airlines,13931,K,27,720
PT,Piedmont Airlines,11699,K,259,7334
PT,Piedmont Airlines,13795,K,88,3440
PT,Piedmont Airlines,14100,K,8940,286887
PT,Piedmont Airlines,13139,K,278,9553
PT,Piedmont Airlines,14122,K,32,596
PT,Piedmont Airlines,14307,K,42,1260
PT,Piedmont Airlines,14492,K,1,
PT,Piedmont Airlines,14524,K,458,14717
PT,Piedmont Airlines,14576,K,713,22976
PT,Piedmont Airlines,15096,K,381,11614
PT,Piedmont Airlines,11278,K,649,19982
PT,Piedmont Airlines,14092,K,310,9727
PT,Piedmont Airlines,11996,K,98,2714
PT,Piedmont Airlines,15249,K,1,3
PT,Piedmont Airlines,13422,K,408,13886
PT,Piedmont Airlines,14098,K,368,13794
PT,Piedmont Airlines,10581,K,341,12592
PT,Piedmont Airlines,11612,K,168,6044
PT,Piedmont Airlines,15412,K,337,10983
PT,Piedmont Airlines,12223,K,250,6805
PT,Piedmont Airlines,14321,K,365,12534
PT,Piedmont Airlines,10135,K,241,6881
PT,Piedmont Airlines,10785,K,186,6219
PT,Piedmont Airlines,13296,K,406,14691
PT,Piedmont Airlines,14711,K,317,10006
PT,Piedmont Airlines,10990,K,266,7965
PT,Piedmont Airlines,11823,K,89,2731
PT,Piedmont Airlines,13933,K,79,2002
PT,Piedmont Airlines,14193,K,1,
PT,Piedmont Airlines,10208,K,199,7805
PT,Piedmont Airlines,10980,K,231,6783
PT,Piedmont Airlines,12945,K,504,15549
PT,Piedmont Airlines,11617,K,2,42
PT,Piedmont Airlines,10361,K,173,4753
PT,Piedmont Airlines,14704,K,433,12853
Q5,40-Mile Air,11245,V,4,7
Q5,40-Mile Air,11630,K,22,28
Q5,40-Mile Air,15236,K,64,34
Q5,40-Mile Air,15236,V,13,26
Q5,40-Mile Air,11245,K,15,5
Q5,40-Mile Air,12141,K,46,39
Q5,40-Mile Air,11036,K,25,10
Q5,40-Mile Air,11630,V,9,11
QX,Horizon Air,10140,K,35,2247
QX,Horizon Air,15041,K,104,5135
QX,Horizon Air,10620,K,275,12764
QX,Horizon Air,11470,K,242,11832
QX,Horizon Air,11259,K,549,27955
QX,Horizon Air,11540,K,95,4781
QX,Horizon Air,11638,K,102,4269
QX,Horizon Air,12003,K,137,6064
QX,Horizon Air,14262,K,98,6101
QX,Horizon Air,13198,K,11,491
QX,Horizon Air,12889,K,162,9428
QX,Horizon Air,12892,K,620,27148
QX,Horizon Air,10275,K,175,8714
QX,Horizon Air,13487,K,81,5159
QX,Horizon Air,13796,K,88,5564
QX,Horizon Air,14107,K,176,9852
QX,Horizon Air,14057,K,4657,224749
QX,Horizon Air,14570,K,343,15552
QX,Horizon Air,14893,K,329,17655
QX,Horizon Air,10666,K,333,18509
QX,Horizon Air,14489,K,941,45142
QX,Horizon Air,14869,K,43,1842
QX,Horizon Air,14679,K,660,33935
QX,Horizon Air,14771,K,427,19282
QX,Horizon Air,14831,K,555,22397
QX,Horizon Air,14908,K,205,10886
QX,Horizon Air,14747,K,9445,500430
QX,Horizon Air,12094,K,34,1660
QX,Horizon Air,15376,K,37,2507
QX,Horizon Air,15370,K,1,
QX,Horizon Air,12278,K,81,4149
QX,Horizon Air,10423,K,23,132
QX,Horizon Air,11884,K,1738,90980
QX,Horizon Air,10713,K,1323,65538
QX,Horizon Air,14698,K,72,4520
QX,Horizon Air,16101,K,323,15083
QX,Horizon Air,14252,K,558,31567
QX,Horizon Air,11603,K,577,29535
QX,Horizon Air,13264,K,695,30570
QX,Horizon Air,14689,K,10,467
QX,Horizon Air,10849,K,179,7972
QX,Horizon Air,12156,K,90,4061
QX,Horizon Air,11648,K,294,15055
QX,Horizon Air,13486,K,425,21540
QX,Horizon Air,14004,K,1523,76053
QX,Horizon Air,14303,K,383,17636
QX,Horizon Air,15023,K,165,7627
QX,Horizon Air,12889,V,1,34
QX,Horizon Air,12892,V,1,40
RVQ,"Reeve Air Alaska, LLC",11924,K,26,4
RVQ,"Reeve Air Alaska, LLC",11392,K,26,6
SEB,"Seaborne Virgin Islands, Inc.",14843,K,706,16130
SEB,"Seaborne Virgin Islands, Inc.",14945,K,309,2925
SEB,"Seaborne Virgin Islands, Inc.",15024,K,217,4283
SEB,"Seaborne Virgin Islands, Inc.",15027,K,290,7247
SEB,"Seaborne Virgin Islands, Inc.",14992,K,309,3050
SI,Sierra Pacific Airlines,11146,V,1,
SI,Sierra Pacific Airlines,10821,V,1,
SI,Sierra Pacific Airlines,11109,V,3,73
SI,Sierra Pacific Airlines,11423,V,2,67
SI,Sierra Pacific Airlines,11540,V,3,143
SI,Sierra Pacific Airlines,13304,V,1,
SI,Sierra Pacific Airlines,12889,V,1,
SI,Sierra Pacific Airlines,12954,V,3,60
SI,Sierra Pacific Airlines,14730,V,1,
SI,Sierra Pacific Airlines,13077,V,1,
SI,Sierra Pacific Airlines,14475,V,1,54
SI,Sierra Pacific Airlines,14533,V,6,397
SI,Sierra Pacific Airlines,10185,V,3,66
SI,Sierra Pacific Airlines,10731,V,5,
SI,Sierra Pacific Airlines,13851,V,3,206
SI,Sierra Pacific Airlines,13891,V,3,80
SI,Sierra Pacific Airlines,14570,V,2,59
SI,Sierra Pacific Airlines,14524,V,2,65
SI,Sierra Pacific Airlines,14683,V,1,90
SI,Sierra Pacific Airlines,14814,V,2,
SI,Sierra Pacific Airlines,11775,V,2,59
SI,Sierra Pacific Airlines,15376,V,30,
SI,Sierra Pacific Airlines,11982,V,2,66
SI,Sierra Pacific Airlines,16218,V,1,
SI,Sierra Pacific Airlines,10559,V,2,66
SI,Sierra Pacific Airlines,13656,V,3,72
SI,Sierra Pacific Airlines,15057,V,1,80
SI,Sierra Pacific Airlines,13697,V,8,360
SI,Sierra Pacific Airlines,12187,V,1,
SI,Sierra Pacific Airlines,13290,V,2,65
SI,Sierra Pacific Airlines,10615,V,2,65
SI,Sierra Pacific Airlines,13087,V,3,144
SI,Sierra Pacific Airlines,12945,V,1,71
SI,Sierra Pacific Airlines,15154,V,1,69
SI,Sierra Pacific Airlines,14009,V,1,100
SI,Sierra Pacific Airlines,10474,V,1,73
SNK,Spernak Airways Inc.,13467,V,294,496
SNK,Spernak Airways Inc.,15406,V,160,246
SNK,Spernak Airways Inc.,14863,V,8,14
SNK,Spernak Airways Inc.,14863,K,29,10
SNK,Spernak Airways Inc.,13467,K,27,6
SNK,Spernak Airways Inc.,16390,V,99,108
SY,Sun Country Airlines d/b/a MN Airlines,10397,K,1,167
SY,Sun Country Airlines d/b/a MN Airlines,13930,K,49,5292
SY,Sun Country Airlines d/b/a MN Airlines,11298,K,77,10818
SY,Sun Country Airlines d/b/a MN Airlines,11292,K,51,6760
SY,Sun Country Airlines d/b/a MN Airlines,14635,K,329,50475
SY,Sun Country Airlines d/b/a MN Airlines,12173,K,36,5307
SY,Sun Country Airlines d/b/a MN Airlines,14262,K,106,13442
SY,Sun Country Airlines d/b/a MN Airlines,12451,K,1,161
SY,Sun Country Airlines d/b/a MN Airlines,12889,K,317,45084
SY,Sun Country Airlines d/b/a MN Airlines,12892,K,79,12034
SY,Sun Country Airlines d/b/a MN Airlines,13485,K,109,15133
SY,Sun Country Airlines d/b/a MN Airlines,13303,K,128,20002
SY,Sun Country Airlines d/b/a MN Airlines,13487,K,2511,348358
SY,Sun Country Airlines d/b/a MN Airlines,10693,K,24,2901
SY,Sun Country Airlines d/b/a MN Airlines,13495,K,25,3171
SY,Sun Country Airlines d/b/a MN Airlines,11618,K,48,5529
SY,Sun Country Airlines d/b/a MN Airlines,13204,K,265,41244
SY,Sun Country Airlines d/b/a MN Airlines,14100,K,5,692
SY,Sun Country Airlines d/b/a MN Airlines,14107,K,242,34781
SY,Sun Country Airlines d/b/a MN Airlines,14057,K,164,19787
SY,Sun Country Airlines d/b/a MN Airlines,14893,K,4,524
SY,Sun Country Airlines d/b/a MN Airlines,15016,K,54,6920
SY,Sun Country Airlines d/b/a MN Airlines,14683,K,8,1023
SY,Sun Country Airlines d/b/a MN Airlines,14679,K,56,7212
SY,Sun Country Airlines d/b/a MN Airlines,14771,K,102,11945
SY,Sun Country Airlines d/b/a MN Airlines,14843,K,26,3571
SY,Sun Country Airlines d/b/a MN Airlines,14747,K,10,908
SY,Sun Country Airlines d/b/a MN Airlines,15304,K,183,27368
SY,Sun Country Airlines d/b/a MN Airlines,15376,K,36,4255
SY,Sun Country Airlines d/b/a MN Airlines,14986,K,28,4168
SY,Sun Country Airlines d/b/a MN Airlines,15249,K,1,134
SY,Sun Country Airlines d/b/a MN Airlines,13577,K,4,334
SY,Sun Country Airlines d/b/a MN Airlines,12206,K,62,9169
SY,Sun Country Airlines d/b/a MN Airlines,10136,V,3,137
SY,Sun Country Airlines d/b/a MN Airlines,10257,V,2,137
SY,Sun Country Airlines d/b/a MN Airlines,10874,V,6,475
SY,Sun Country Airlines d/b/a MN Airlines,10140,V,6,244
SY,Sun Country Airlines d/b/a MN Airlines,10431,V,2,104
SY,Sun Country Airlines d/b/a MN Airlines,10279,V,5,275
SY,Sun Country Airlines d/b/a MN Airlines,11146,V,2,53
SY,Sun Country Airlines d/b/a MN Airlines,10821,V,2,161
SY,Sun Country Airlines d/b/a MN Airlines,10781,V,3,239
SY,Sun Country Airlines d/b/a MN Airlines,10620,V,3,217
SY,Sun Country Airlines d/b/a MN Airlines,15374,V,2,197
SY,Sun Country Airlines d/b/a MN Airlines,10599,V,2,147
SY,Sun Country Airlines d/b/a MN Airlines,14574,V,4,230
SY,Sun Country Airlines d/b/a MN Airlines,10792,V,2,177
SY,Sun Country Airlines d/b/a MN Airlines,15295,V,2,119
SY,Sun Country Airlines d/b/a MN Airlines,12323,V,4,221
SY,Sun Country Airlines d/b/a MN Airlines,11057,V,6,457
SY,Sun Country Airlines d/b/a MN Airlines,13232,V,10,786
SY,Sun Country Airlines d/b/a MN Airlines,13930,V,2,45
SY,Sun Country Airlines d/b/a MN Airlines,11193,V,2,136
SY,Sun Country Airlines d/b/a MN Airlines,10683,V,2,76
SY,Sun Country Airlines d/b/a MN Airlines,11042,V,8,660
SY,Sun Country Airlines d/b/a MN Airlines,11109,V,5,300
SY,Sun Country Airlines d/b/a MN Airlines,10868,V,6,435
SY,Sun Country Airlines d/b/a MN Airlines,11066,V,8,386
SY,Sun Country Airlines d/b/a MN Airlines,11298,V,9,824
